index, stamp_sec, stamp_usec
148,1638428718,563068
149,1638428718,614175
150,1638428718,662563
151,1638428718,714115
152,1638428718,762286
153,1638428718,813428
154,1638428718,864095
155,1638428718,913870
156,1638428718,962789
157,1638428719,13354
158,1638428719,63849
159,1638428719,114247
160,1638428719,164129
161,1638428719,214464
162,1638428719,262451
163,1638428719,313581
164,1638428719,362389
165,1638428719,413989
166,1638428719,461497
167,1638428719,512860
168,1638428719,562043
169,1638428719,612682
170,1638428719,661441
171,1638428719,712884
172,1638428719,761846
173,1638428719,812966
174,1638428719,862081
175,1638428719,913016
176,1638428719,962536
177,1638428720,12956
178,1638428720,62618
179,1638428720,112871
180,1638428720,162437
181,1638428720,219211
182,1638428720,262703
183,1638428720,312581
184,1638428720,361883
185,1638428720,411950
186,1638428720,461561
187,1638428720,513116
188,1638428720,562840
189,1638428720,612094
190,1638428720,662271
191,1638428720,712317
192,1638428720,763181
193,1638428720,812601
194,1638428720,863283
195,1638428720,912206
196,1638428720,961721
197,1638428721,12027
198,1638428721,61428
199,1638428721,111162
200,1638428721,161720
201,1638428721,211418
202,1638428721,261491
203,1638428721,310702
204,1638428721,361337
205,1638428721,410714
206,1638428721,460404
207,1638428721,510780
208,1638428721,561262
209,1638428721,610937
210,1638428721,662153
211,1638428721,711893
212,1638428721,763447
213,1638428721,812057
214,1638428721,862353
215,1638428721,912551
216,1638428721,963284
217,1638428722,13345
218,1638428722,63764
219,1638428722,113220
220,1638428722,163569
221,1638428722,213960
222,1638428722,263587
223,1638428722,314089
224,1638428722,364200
225,1638428722,414132
226,1638428722,464013
227,1638428722,514856
228,1638428722,564044
229,1638428722,614159
230,1638428722,663592
231,1638428722,713531
232,1638428722,762283
233,1638428722,812447
234,1638428722,862425
235,1638428722,910188
236,1638428722,959947
237,1638428723,9782
238,1638428723,59663
239,1638428723,109056
240,1638428723,159373
241,1638428723,216742
242,1638428723,260001
243,1638428723,309979
244,1638428723,360144
245,1638428723,409336
246,1638428723,460506
247,1638428723,510202
248,1638428723,562283
249,1638428723,611772
250,1638428723,662552
251,1638428723,713695
252,1638428723,763212
253,1638428723,813529
254,1638428723,863958
255,1638428723,913694
256,1638428723,962987
257,1638428724,13848
258,1638428724,63177
259,1638428724,110993
260,1638428724,161549
261,1638428724,211519
262,1638428724,257786
263,1638428724,307643
264,1638428724,357131
265,1638428724,408705
266,1638428724,458512
267,1638428724,508281
268,1638428724,557882
269,1638428724,606845
270,1638428724,656827
271,1638428724,708044
272,1638428724,756836
273,1638428724,805814
274,1638428724,857556
275,1638428724,906930
276,1638428724,957225
277,1638428725,6766
278,1638428725,58256
279,1638428725,109502
280,1638428725,158669
281,1638428725,209281
282,1638428725,259971
283,1638428725,307766
284,1638428725,358385
285,1638428725,409351
286,1638428725,459748
287,1638428725,507216
288,1638428725,557952
289,1638428725,607951
290,1638428725,658463
291,1638428725,707107
292,1638428725,759425
293,1638428725,806266
294,1638428725,859549
295,1638428725,903862
296,1638428725,953687
297,1638428726,6119
298,1638428726,53759
299,1638428726,102657
300,1638428726,151799
301,1638428726,211125
302,1638428726,253842
303,1638428726,303028
304,1638428726,353548
305,1638428726,401887
306,1638428726,454710
307,1638428726,504196
308,1638428726,554703
309,1638428726,605113
310,1638428726,655648
311,1638428726,705235
312,1638428726,755347
313,1638428726,805030
314,1638428726,856528
315,1638428726,906632
316,1638428726,957146
317,1638428727,7277
318,1638428727,57578
319,1638428727,107527
320,1638428727,158121
321,1638428727,208274
322,1638428727,259002
323,1638428727,307523
324,1638428727,358744
325,1638428727,405376
326,1638428727,456025
327,1638428727,506061
328,1638428727,556253
329,1638428727,605639
330,1638428727,655099
331,1638428727,705838
332,1638428727,757746
333,1638428727,803831
334,1638428727,853316
335,1638428727,902245
336,1638428727,951856
337,1638428728,697
338,1638428728,52170
339,1638428728,101579
340,1638428728,151494
341,1638428728,204875
342,1638428728,253805
343,1638428728,302858
344,1638428728,354015
345,1638428728,403927
346,1638428728,454259
347,1638428728,503344
348,1638428728,553563
349,1638428728,603789
350,1638428728,654421
351,1638428728,705439
352,1638428728,755025
353,1638428728,804949
354,1638428728,856164
355,1638428728,906454
356,1638428728,957419
357,1638428729,6703
358,1638428729,57321
359,1638428729,105539
360,1638428729,154306
361,1638428729,212619
362,1638428729,254315
363,1638428729,302125
364,1638428729,355481
365,1638428729,402735
366,1638428729,452943
367,1638428729,503234
368,1638428729,550252
369,1638428729,600345
370,1638428729,649426
371,1638428729,699561
372,1638428729,748661
373,1638428729,801200
374,1638428729,847509
375,1638428729,899844
376,1638428729,952484
377,1638428730,3113
378,1638428730,52028
379,1638428730,101317
380,1638428730,151013
381,1638428730,202418
382,1638428730,252618
383,1638428730,303048
384,1638428730,352884
385,1638428730,402819
386,1638428730,452272
387,1638428730,503077
388,1638428730,553168
389,1638428730,603165
390,1638428730,652508
391,1638428730,702723
392,1638428730,752695
393,1638428730,802453
394,1638428730,852494
395,1638428730,902049
396,1638428730,952646
397,1638428731,1345
398,1638428731,51586
399,1638428731,102139
400,1638428731,153462
401,1638428731,202170
402,1638428731,251844
403,1638428731,302008
404,1638428731,353739
405,1638428731,402041
406,1638428731,452589
407,1638428731,501555
408,1638428731,553385
409,1638428731,602519
410,1638428731,652514
411,1638428731,702207
412,1638428731,752485
413,1638428731,803072
414,1638428731,851880
415,1638428731,901161
416,1638428731,951327
417,1638428732,1699
418,1638428732,50480
419,1638428732,101471
420,1638428732,153255
421,1638428732,208807
422,1638428732,250074
423,1638428732,301477
424,1638428732,351559
425,1638428732,402108
426,1638428732,450724
427,1638428732,501094
428,1638428732,551511
429,1638428732,601915
430,1638428732,651581
431,1638428732,701334
432,1638428732,751710
433,1638428732,800800
434,1638428732,851661
435,1638428732,901659
436,1638428732,948899
437,1638428733,1012
438,1638428733,51491
439,1638428733,101852
440,1638428733,151595
441,1638428733,199034
442,1638428733,251860
443,1638428733,299019
444,1638428733,350772
445,1638428733,403109
446,1638428733,449813
447,1638428733,499495
448,1638428733,551890
449,1638428733,600163
450,1638428733,650859
451,1638428733,700233
452,1638428733,746996
453,1638428733,799987
454,1638428733,847450
455,1638428733,900313
456,1638428733,949711
457,1638428734,696
458,1638428734,50076
459,1638428734,100207
460,1638428734,149529
461,1638428734,199877
462,1638428734,249828
463,1638428734,299406
464,1638428734,348893
465,1638428734,400116
466,1638428734,448500
467,1638428734,498295
468,1638428734,547715
469,1638428734,599366
470,1638428734,649430
471,1638428734,699249
472,1638428734,749046
473,1638428734,801043
474,1638428734,846658
475,1638428734,897516
476,1638428734,949082
477,1638428734,999159
478,1638428735,49841
479,1638428735,99774
480,1638428735,148830
481,1638428735,203594
482,1638428735,249872
483,1638428735,299584
484,1638428735,345267
485,1638428735,398745
486,1638428735,448437
487,1638428735,500097
488,1638428735,549531
489,1638428735,597222
490,1638428735,646775
491,1638428735,696673
492,1638428735,746265
493,1638428735,797644
494,1638428735,848699
495,1638428735,896424
496,1638428735,948682
497,1638428735,998478
498,1638428736,46255
499,1638428736,96686
500,1638428736,146220
501,1638428736,196712
502,1638428736,246700
503,1638428736,296568
504,1638428736,348691
505,1638428736,398246
506,1638428736,445651
507,1638428736,496195
508,1638428736,548508
509,1638428736,595487
510,1638428736,648756
511,1638428736,696281
512,1638428736,749108
513,1638428736,796682
514,1638428736,846596
515,1638428736,896728
516,1638428736,946493
517,1638428736,998645
518,1638428737,48279
519,1638428737,95620
520,1638428737,147289
521,1638428737,198411
522,1638428737,248859
523,1638428737,296577
524,1638428737,346522
525,1638428737,395682
526,1638428737,445971
527,1638428737,495999
528,1638428737,545588
529,1638428737,596588
530,1638428737,645436
531,1638428737,695684
532,1638428737,745045
533,1638428737,796717
534,1638428737,847452
535,1638428737,897259
536,1638428737,946761
537,1638428737,996748
538,1638428738,46499
539,1638428738,96230
540,1638428738,146061
541,1638428738,201514
542,1638428738,243785
543,1638428738,294755
544,1638428738,344760
545,1638428738,394986
546,1638428738,445776
547,1638428738,495114
548,1638428738,545863
549,1638428738,596111
550,1638428738,643735
551,1638428738,694263
552,1638428738,744187
553,1638428738,793563
554,1638428738,846145
555,1638428738,894681
556,1638428738,945367
557,1638428738,996478
558,1638428739,44415
559,1638428739,93960
560,1638428739,143328
561,1638428739,195638
562,1638428739,247184
563,1638428739,293910
564,1638428739,346249
565,1638428739,395846
566,1638428739,444052
567,1638428739,493245
568,1638428739,545512
569,1638428739,595220
570,1638428739,644416
571,1638428739,695049
572,1638428739,745500
573,1638428739,792959
574,1638428739,844999
575,1638428739,894941
576,1638428739,944731
577,1638428739,995244
578,1638428740,45213
579,1638428740,95722
580,1638428740,143101
581,1638428740,196775
582,1638428740,246088
583,1638428740,294759
584,1638428740,345918
585,1638428740,393107
586,1638428740,446000
587,1638428740,494486
588,1638428740,544711
589,1638428740,595942
590,1638428740,645067
591,1638428740,695646
592,1638428740,741642
593,1638428740,790136
594,1638428740,840076
595,1638428740,893363
596,1638428740,944851
597,1638428740,995183
598,1638428741,44730
599,1638428741,92831
600,1638428741,144445
601,1638428741,197166
602,1638428741,243656
603,1638428741,290569
604,1638428741,346339
605,1638428741,391853
606,1638428741,444546
607,1638428741,492447
608,1638428741,542623
609,1638428741,592058
610,1638428741,646872
611,1638428741,695321
612,1638428741,739898
613,1638428741,792691
614,1638428741,844462
615,1638428741,893760
616,1638428741,945955
617,1638428741,991500
618,1638428742,42716
619,1638428742,91632
620,1638428742,137818
621,1638428742,193140
622,1638428742,242973
623,1638428742,292851
624,1638428742,342171
625,1638428742,392268
626,1638428742,442000
627,1638428742,491124
628,1638428742,540964
629,1638428742,590887
630,1638428742,643158
631,1638428742,691305
